# Program:featureCounts v2.0.2; Command:"/Applications/software_bioinformatics/subread-2.0.2-macOS-x86_64/bin/featureCounts" "-T" "8" "-p" "-a" "/Users/rashmirao/Documents/Sidra_Externship/RNAseq/RNA_seq_analysis/raw_data/fastq/res_trimmomatic/fastp_results/fastas/alignments/real_yeast.gtf" "-o" "FeatureCounts.txt" "/Users/rashmirao/Documents/Sidra_Externship/RNAseq/RNA_seq_analysis/raw_data/fastq/res_trimmomatic/fastp_results/fastas/alignments/output_0_Aligned.sortedByCoord.out.bam" "/Users/rashmirao/Documents/Sidra_Externship/RNAseq/RNA_seq_analysis/raw_data/fastq/res_trimmomatic/fastp_results/fastas/alignments/output_1_Aligned.sortedByCoord.out.bam" "/Users/rashmirao/Documents/Sidra_Externship/RNAseq/RNA_seq_analysis/raw_data/fastq/res_trimmomatic/fastp_results/fastas/alignments/output_2_Aligned.sortedByCoord.out.bam" "/Users/rashmirao/Documents/Sidra_Externship/RNAseq/RNA_seq_analysis/raw_data/fastq/res_trimmomatic/fastp_results/fastas/alignments/output_3_Aligned.sortedByCoord.out.bam" "/Users/rashmirao/Documents/Sidra_Externship/RNAseq/RNA_seq_analysis/raw_data/fastq/res_trimmomatic/fastp_results/fastas/alignments/output_4_Aligned.sortedByCoord.out.bam" "/Users/rashmirao/Documents/Sidra_Externship/RNAseq/RNA_seq_analysis/raw_data/fastq/res_trimmomatic/fastp_results/fastas/alignments/output_5_Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	/Users/rashmirao/Documents/Sidra_Externship/RNAseq/RNA_seq_analysis/raw_data/fastq/res_trimmomatic/fastp_results/fastas/alignments/output_0_Aligned.sortedByCoord.out.bam	/Users/rashmirao/Documents/Sidra_Externship/RNAseq/RNA_seq_analysis/raw_data/fastq/res_trimmomatic/fastp_results/fastas/alignments/output_1_Aligned.sortedByCoord.out.bam	/Users/rashmirao/Documents/Sidra_Externship/RNAseq/RNA_seq_analysis/raw_data/fastq/res_trimmomatic/fastp_results/fastas/alignments/output_2_Aligned.sortedByCoord.out.bam	/Users/rashmirao/Documents/Sidra_Externship/RNAseq/RNA_seq_analysis/raw_data/fastq/res_trimmomatic/fastp_results/fastas/alignments/output_3_Aligned.sortedByCoord.out.bam	/Users/rashmirao/Documents/Sidra_Externship/RNAseq/RNA_seq_analysis/raw_data/fastq/res_trimmomatic/fastp_results/fastas/alignments/output_4_Aligned.sortedByCoord.out.bam	/Users/rashmirao/Documents/Sidra_Externship/RNAseq/RNA_seq_analysis/raw_data/fastq/res_trimmomatic/fastp_results/fastas/alignments/output_5_Aligned.sortedByCoord.out.bam
YOR292C	chrXV	865653	866582	-	930	451	404	292	191	264	251
tG(UCC)O	chrXV	110962	111033	-	72	2	2	2	0	0	2
YOR027W	chrXV	381053	382822	+	1770	15814	19783	18290	10436	11827	14638
tT(AGU)O2	chrXV	354041	354113	-	73	0	3	0	0	1	0
YOR142W-B	chrXV	595112	600380	+	5269	4	4	4	1	0	6
YOR192C-A	chrXV	708416	709732	-	1317	0	0	0	0	0	0
YOL103W-B	chrXV	118000	123268	+	5269	3	8	6	11	5	4
YOR142W-A	chrXV	595112	596434	+	1323	0	0	0	0	0	0
YOR192C-B	chrXV	704419	709732	-	5314	39	57	48	26	25	34
YOR343W-B	chrXV	970578	975891	+	5314	448	564	378	239	282	327
YOR343W-A	chrXV	970578	971894	+	1317	0	0	0	0	0	0
YOL103W-A	chrXV	118000	119322	+	1323	0	0	0	0	0	0
YGL087C	chrVII;chrVII	346406;346894	346808;346904	-;-	414	2175	2785	2319	1314	1725	1405
YGL156W	chrVII	210416	213667	+	3252	15198	18155	12320	9703	9488	11918
YGL015C	chrVII	465043	465435	-	393	16	18	30	9	14	15
RME2	chrVII	141898	144120	-	2223	7	2	1	2	0	3
YGR251W	chrVII	995639	996229	+	591	380	600	451	273	327	309
YGR162W	chrVII	824059	826917	+	2859	2688	4546	2903	2446	2310	2526
tK(UUU)G2	chrVII;chrVII	700953;701012	700988;701048	-;-	73	1	0	0	0	0	0
YGR005C	chrVII	504657	505859	-	1203	2537	3465	2507	1733	1885	1870
YGL160W	chrVII	200561	202273	+	1713	2527	2887	1691	1398	1347	1845
snR46	chrVII	545370	545566	+	197	31	37	20	8	15	20
tD(GUC)G1	chrVII	531610	531681	+	72	0	1	1	0	2	1
YGL211W	chrVII	92512	93591	+	1080	790	1131	845	586	646	522
YGR141W	chrVII	770569	771972	+	1404	2630	3467	2637	1636	1846	1853
YGL239C	chrVII	49431	49745	-	315	9	6	3	4	4	7
YGL097W	chrVII	321782	323230	+	1449	571	768	522	436	439	435
YGR030C	chrVII	545681	546157	-	477	143	239	119	107	134	82
YGR224W	chrVII	942806	944647	+	1842	465	677	426	342	353	390
YGR142W	chrVII	772454	773686	+	1233	2908	3676	5760	1872	3496	2107
YGR186W	chrVII	867774	869981	+	2208	3501	5767	3676	2843	2793	3160
YGR181W	chrVII	858287	858604	+	318	159	210	142	125	115	94
YGL081W	chrVII	357377	358339	+	963	358	544	360	302	253	262
YGR082W	chrVII	644044	644595	+	552	676	767	558	413	408	418
YGL028C	chrVII	441281	442909	-	1629	226	246	223	177	182	151
YGL021W	chrVII	454785	457067	+	2283	298	346	408	190	264	204
YGL110C	chrVII	301537	303411	-	1875	1596	1935	1641	952	1125	1070
YGR167W	chrVII	832456	833157	+	702	3577	5200	4069	2422	3039	2649
YGL017W	chrVII	459854	461365	+	1512	670	836	817	424	518	435
tA(UGC)G	chrVII	794417	794489	+	73	0	0	0	0	0	0
YGR156W	chrVII	800546	801823	+	1278	377	677	496	292	468	306
YGR291C	chrVII	1076283	1076504	-	222	1	0	2	1	0	0
YGR197C	chrVII	892497	894140	-	1644	740	977	772	464	547	493
YGR041W	chrVII	577487	579130	+	1644	292	402	253	170	200	217
YGL079W	chrVII	359444	360100	+	657	250	375	319	174	157	199
YGL107C	chrVII	304333	306273	-	1941	603	754	524	385	426	415
YGL168W	chrVII	187464	187796	+	333	49	32	7	14	21	33
YGL228W	chrVII	67598	69331	+	1734	5098	6663	5896	3294	4252	3293
YGR183C	chrVII;chrVII	859063;859474	859260;859476	-;-	201	1880	2792	1388	958	1103	855
YGL050W	chrVII	405776	406597	+	822	526	764	572	375	379	332
YGR273C	chrVII	1038715	1039239	-	525	6	5	4	7	2	0
YGR086C	chrVII	649598	650617	-	1020	43104	50188	30488	23679	24005	31416
YGR228W	chrVII	949365	949709	+	345	0	0	0	0	0	0
YGL145W	chrVII	230243	232348	+	2106	1551	1952	1768	882	1209	894
YGR098C	chrVII	682566	687458	-	4893	551	765	540	383	397	356
YGR074W	chrVII	635712	636152	+	441	70	102	55	33	50	37
YGL098W	chrVII	317342	318079	+	738	1693	2495	2052	1028	1272	1113
snR7-S	chrVII	939494	939672	-	179	0	0	0	0	0	0
YGL096W	chrVII	325331	326161	+	831	573	892	488	289	403	437
YGR240C-A	chrVII	974577	974777	-	201	173	237	218	81	100	70
YGR172C	chrVII	842845	843591	-	747	519	603	541	298	377	316
YGR194C	chrVII	886073	887875	-	1803	2620	2762	2335	1514	1525	1892
YGL026C	chrVII	446412	448535	-	2124	1198	1484	1237	817	903	1115
YGL213C	chrVII	90054	91247	-	1194	383	420	345	224	238	265
YGL248W	chrVII	35653	36762	+	1110	9088	11576	9800	6307	7402	6291
YGL075C	chrVII	366925	368088	-	1164	269	370	364	174	187	194
YGL256W	chrVII	15159	16307	+	1149	915	1390	1687	600	1121	584
YGL012W	chrVII	472855	474276	+	1422	210	306	226	164	134	155
YGL082W	chrVII	355827	356972	+	1146	1770	2074	1579	893	1214	1219
YGR161C	chrVII	808629	809420	-	792	7079	10219	7889	5782	6993	5426
tW(CCA)G1	chrVII;chrVII	287350;287420	287385;287455	-;-	72	2	0	0	0	0	0
YGR274C	chrVII	1039895	1043095	-	3201	1124	1895	1246	867	906	816
YGR031C-A	chrVII	546809	547300	-	492	0	0	0	0	0	0
YGL037C	chrVII	427297	427947	-	651	46442	55297	39017	24009	29208	31784
YGL252C	chrVII	25718	27484	-	1767	1641	2040	1437	1145	970	1376
YGL250W	chrVII	31910	32635	+	726	900	1135	700	488	566	451
YGR260W	chrVII	1012485	1014089	+	1605	3988	5425	3535	2500	2601	3159
YGR159C	chrVII	806412	807656	-	1245	1323	2160	1726	803	1227	940
YGR006W	chrVII	506070	506825	+	756	211	291	244	118	167	147
YGL121C	chrVII	280777	281157	-	381	3404	4581	3127	1831	2333	1920
YGL040C	chrVII	419527	420555	-	1029	1263	1539	886	751	694	862
YGR130C	chrVII	751394	753844	-	2451	15151	19750	15761	8857	10719	11374
YGR021W	chrVII	527632	528504	+	873	645	752	532	409	423	400
YGR097W	chrVII	678695	682135	+	3441	2748	3520	3010	1840	2074	2087
YGL170C	chrVII	184153	185394	-	1242	38	52	31	11	16	30
YGL166W	chrVII	191129	191806	+	678	737	974	677	513	545	556
YGL104C	chrVII	308713	310173	-	1461	2165	2352	1643	1128	1131	1394
YGR149W	chrVII	789031	790329	+	1299	3730	5060	3548	2494	2719	2428
YGR195W	chrVII	888882	889622	+	741	260	361	194	154	178	183
tG(GCC)G2	chrVII	930953	931023	-	71	0	0	1	0	1	0
YGR250C	chrVII	991176	993521	-	2346	6505	8314	6439	4437	4411	4556
YGL155W	chrVII	214081	215211	+	1131	445	564	423	339	340	387
YGL216W	chrVII	84885	87302	+	2418	921	1240	927	671	711	675
YGR029W	chrVII;chrVII	543553;543722	543638;544205	+;+	570	932	1156	706	501	561	570
YGL125W	chrVII	272520	274322	+	1803	2124	2358	1427	1202	1024	1721
YGR038W	chrVII	560682	561350	+	669	428	665	412	273	329	309
YGR008C	chrVII	508110	508364	-	255	21040	29028	22329	9955	15060	11394
YGR248W	chrVII	985972	986739	+	768	11115	12277	9209	5609	6020	8789
YGL094C	chrVII	331118	334465	-	3348	410	625	479	283	332	321
YGR131W	chrVII	754726	755250	+	525	382	432	185	164	205	164
YGR163W	chrVII	827552	828577	+	1026	1742	1989	1415	995	1217	1132
YGR125W	chrVII	742325	745435	+	3111	2599	3012	1877	1574	1381	1712
YGR279C	chrVII	1048798	1049958	-	1161	506	370	434	306	289	438
YGL022W	chrVII	452404	454560	+	2157	1769	2042	1776	1189	1314	1313
tD(GUC)G2	chrVII	544577	544648	-	72	11	27	14	7	2	6
YGR271W	chrVII	1031791	1037694	+	5904	1213	1454	999	743	678	923
YGL025C	chrVII	448764	449957	-	1194	961	1407	1058	640	695	796
YGL176C	chrVII	171415	173079	-	1665	875	1050	753	632	587	645
YGR031W	chrVII	546441	547469	+	1029	599	863	594	394	472	469
YGL102C	chrVII	311505	311933	-	429	47	86	39	31	31	30
YGR182C	chrVII	858551	858904	-	354	941	1207	624	436	493	445
YGR025W	chrVII	532639	532941	+	303	148	229	160	144	146	137
YGL113W	chrVII	295932	297938	+	2007	777	1001	905	573	643	491
YGR188C	chrVII	872044	875109	-	3066	535	717	705	385	466	395
YGL162W	chrVII	198138	199037	+	900	251	424	340	209	283	343
YGL084C	chrVII	350616	352298	-	1683	1430	1500	1053	894	898	970
snR10	chrVII	345986	346230	+	245	20	25	22	9	9	5
YGL196W	chrVII	129883	131169	+	1287	2012	2271	1340	1038	1090	1233
RME3	chrVII	33109	35013	-	1905	0	0	0	0	0	0
YGR230W	chrVII	951894	952307	+	414	537	874	563	309	393	295
YGR084C	chrVII	647123	648142	-	1020	619	911	584	452	430	475
YGL222C	chrVII	80659	81186	-	528	956	1339	979	487	639	686
YGR166W	chrVII	830515	832197	+	1683	774	1136	770	515	680	403
YGR122C-A	chrVII	735630	735758	-	129	12	16	18	5	4	5
YGR152C	chrVII	794674	795492	-	819	52	64	51	63	56	18
YGL210W	chrVII	93792	94460	+	669	534	795	502	386	376	422
YGR265W	chrVII	1021648	1022058	+	411	72	50	52	36	29	37
YGR157W	chrVII	802440	805049	+	2610	1299	2226	1485	857	1056	1195
YGL240W	chrVII	48613	49365	+	753	321	442	367	217	230	270
YGR085C	chrVII	648383	648907	-	525	273	571	356	243	302	270
YGR237C	chrVII	963298	965655	-	2358	3793	3981	3458	2163	2467	2389
YGL146C	chrVII	228751	229686	-	936	468	859	404	375	422	363
YGL153W	chrVII	216273	217298	+	1026	451	614	441	281	419	321
YGR075C	chrVII	636147	636875	-	729	308	367	242	146	198	149
tT(UGU)G2	chrVII	1004216	1004287	+	72	0	2	3	0	0	0
YGL169W	chrVII	186059	187339	+	1281	723	989	727	458	510	478
YGR187C	chrVII	870232	871416	-	1185	596	1002	631	492	515	453
YGL167C	chrVII	187616	190468	-	2853	4558	5237	3428	2927	2749	3153
YGR050C	chrVII	592086	592442	-	357	102	147	142	70	99	58
YGR035W-A	chrVII	557565	557786	+	222	55	87	68	31	36	38
YGR217W	chrVII	924696	930815	+	6120	796	1171	652	476	590	599
YGR068C	chrVII	625324	627084	-	1761	497	653	441	346	345	375
YGR296W	chrVII;chrVII	1084864;1085031	1084882;1090591	+;+	5580	1	0	0	0	0	0
YGR177C	chrVII	848829	850436	-	1608	57	64	43	43	33	53
YGL068W	chrVII	375087	375671	+	585	62	66	22	23	21	31
tN(GUU)G	chrVII	731137	731210	+	74	1	3	0	0	0	0
YGL018C	chrVII	459110	459664	-	555	218	356	283	154	208	182
YGL188C	chrVII	149343	149516	-	174	45	25	4	12	11	36
YGR126W	chrVII	745835	746527	+	693	351	461	263	240	213	188
YGL065C	chrVII	379760	381271	-	1512	340	466	345	249	195	243
YGL014W	chrVII	466141	468807	+	2667	1987	2826	2185	1414	1472	1634
YGL100W	chrVII	313234	314283	+	1050	1092	1595	1095	650	794	799
YGR288W	chrVII	1070293	1071714	+	1422	479	646	441	306	330	364
YGL174W	chrVII	174545	175345	+	801	311	472	255	245	187	251
YGR211W	chrVII	915241	916701	+	1461	2369	2797	3134	1538	2002	1865
YGL204C	chrVII	111700	112005	-	306	133	231	137	84	122	92
YGR270W	chrVII	1027370	1031509	+	4140	3832	4972	4002	2565	2682	3110
YGR204W	chrVII	905934	908774	+	2841	4978	5473	5565	3407	3647	4112
YGR266W	chrVII	1022656	1024761	+	2106	1146	1487	961	770	706	847
YGL070C	chrVII	374459	374827	-	369	350	563	324	211	272	155
YGL225W	chrVII	76894	77907	+	1014	209	296	251	164	164	123
YGL120C	chrVII	281634	283937	-	2304	867	1202	942	586	770	663
tE(UUC)G1	chrVII	328583	328654	+	72	15	27	19	13	17	6
YGR252W	chrVII	996869	998188	+	1320	785	1064	868	611	554	566
YGL106W	chrVII	306560	307009	+	450	1372	1706	1314	842	1056	796
YGR284C	chrVII	1060658	1061590	-	933	1518	1937	1616	873	1258	1027
YGR032W	chrVII	548264	553951	+	5688	20245	26149	18693	17432	16457	16633
YGR174C	chrVII	845893	846405	-	513	1410	1914	1547	822	1010	1082
YGR208W	chrVII	911883	912812	+	930	151	170	127	67	104	62
YGL016W	chrVII	461666	464911	+	3246	223	273	228	124	141	100
YGR255C	chrVII	1002523	1003962	-	1440	2157	2152	1584	1128	1152	1288
YGR146C-A	chrVII	785276	785437	-	162	76	83	88	54	54	36
YGL194C	chrVII	140368	141726	-	1359	496	841	494	334	432	368
YGL138C	chrVII	248494	249531	-	1038	12	31	12	17	8	4
YGR091W	chrVII	666341	667825	+	1485	350	627	432	297	319	273
YGR200C	chrVII	899904	902270	-	2367	1012	1422	1006	722	761	826
YGR191W	chrVII	880420	882231	+	1812	861	1095	887	547	610	702
YGR270C-A	chrVII	1027382	1027600	-	219	0	0	0	0	0	0
YGL227W	chrVII	69671	72547	+	2877	3246	4194	3537	2062	2453	2490
YGR081C	chrVII	643148	643780	-	633	388	760	409	295	410	264
YGL243W	chrVII	43307	44509	+	1203	644	979	752	382	562	436
YGL194C-A	chrVII	139719	139961	-	243	232	407	231	198	246	127
YGR148C	chrVII	787312	787779	-	468	988	1557	1015	698	874	743
YGL136C	chrVII	252897	253859	-	963	1415	1658	1444	774	979	853
YGR276C	chrVII	1043819	1045480	-	1662	1183	1582	1157	773	869	799
YGL129C	chrVII	267723	269075	-	1353	895	1026	1109	519	673	557
tR(UCU)G2	chrVII	828723	828794	-	72	0	0	0	0	0	0
YGR053C	chrVII	594986	595837	-	852	995	1055	770	415	528	356
YGR069W	chrVII	627083	627418	+	336	8	6	7	2	5	1
YGL224C	chrVII	78015	78857	-	843	287	439	366	210	234	182
YGL193C	chrVII	141916	142227	-	312	0	0	0	0	0	0
YGL020C	chrVII	457163	457870	-	708	354	497	351	248	285	281
YGL177W	chrVII	167559	167906	+	348	55	105	83	60	57	52
YGL189C	chrVII	148229	148588	-	360	1353	2165	1212	1010	1070	1194
YGR122W	chrVII	733935	735143	+	1209	581	623	384	395	388	338
YGL003C	chrVII	492474	494174	-	1701	1563	2135	1447	1048	1095	1086
YGR210C	chrVII	913503	914738	-	1236	1670	2344	1639	1120	1198	1295
tG(GCC)G1	chrVII	845649	845719	+	71	4	0	2	2	1	3
YGR079W	chrVII	640720	641832	+	1113	1045	1803	1285	751	893	696
YGL115W	chrVII	292033	293001	+	969	724	1072	708	484	521	456
YGL105W	chrVII	307437	308567	+	1131	1700	2530	1862	1148	1341	1380
YGR026W	chrVII	532985	533821	+	837	1962	2253	1700	1066	1199	1258
YGR087C	chrVII	651290	652981	-	1692	15893	17056	16745	10544	11561	8793
YGR278W	chrVII	1046731	1048464	+	1734	506	724	507	395	435	384
YGR042W	chrVII	579476	580291	+	816	930	1079	745	497	567	621
YGR043C	chrVII	580435	581436	-	1002	52055	63314	44444	29992	33146	33807
YGL165C	chrVII	191398	191976	-	579	102	96	51	54	48	40
YGR110W	chrVII	713709	715046	+	1338	1652	2032	1153	1048	962	1215
YGR089W	chrVII	656960	659770	+	2811	1104	1675	1088	829	806	816
YGL158W	chrVII	207033	208571	+	1539	254	746	641	216	420	298
YGR262C	chrVII	1016974	1017759	-	786	1543	1823	1304	867	999	977
YGL200C	chrVII	122694	123305	-	612	973	1284	807	609	746	627
YGL117W	chrVII	288512	289309	+	798	597	1252	891	360	618	709
YGL186C	chrVII	151037	152776	-	1740	942	1179	816	526	542	662
YGR010W	chrVII	511545	512732	+	1188	882	1186	921	573	646	631
YGR198W	chrVII	894693	897146	+	2454	826	1238	953	571	604	714
YGR137W	chrVII	762888	763262	+	375	45	35	36	24	28	22
YGL058W	chrVII	393986	394504	+	519	674	979	984	501	622	422
YGL226W	chrVII	73340	73711	+	372	107	168	133	76	132	80
YGL055W	chrVII	398628	400160	+	1533	11125	7841	6035	4275	3668	5260
YGL184C	chrVII	154615	156012	-	1398	714	780	713	480	492	584
YGL024W	chrVII	449788	450123	+	336	1	9	7	2	3	1
tV(AAC)G3	chrVII	73829	73902	-	74	1	3	9	7	3	0
YGL151W	chrVII	217524	220922	+	3399	1206	1625	1197	756	866	783
YGR101W	chrVII	693363	694403	+	1041	921	1144	719	502	601	491
YGL230C	chrVII	63772	64215	-	444	46	46	24	14	14	17
YGR103W	chrVII	695417	697234	+	1818	1230	2552	1467	1254	1161	852
YGR096W	chrVII	676621	677565	+	945	401	627	386	256	291	266
YGR112W	chrVII	717358	718527	+	1170	924	1038	836	503	611	687
tI(AAU)G	chrVII	739122	739195	+	74	0	2	0	0	0	0
YGL013C	chrVII	469092	472298	-	3207	2060	2768	1727	1356	1434	1607
YGL076C	chrVII;chrVII;chrVII	364335;365433;365986	364964;365526;365996	-;-;-	735	280	482	261	237	236	196
YGR067C	chrVII	622372	624786	-	2415	4947	6796	2730	3465	2259	3233
YGR094W	chrVII	672186	675500	+	3315	1951	2932	1760	1436	1415	1795
YGL226C-A	chrVII;chrVII	72749;73138	72988;73158	-;-	261	134	147	187	103	93	96
YGR045C	chrVII	583934	584296	-	363	188	252	157	169	148	135
YGR175C	chrVII	846933	848423	-	1491	4083	5216	3130	2304	2528	2710
YGL008C	chrVII	479910	482666	-	2757	5507	6194	6203	3281	3391	4978
YGR115C	chrVII	720372	721151	-	780	0	0	0	0	0	0
YGR108W	chrVII	703636	705051	+	1416	18	55	60	32	56	30
YGR218W	chrVII	932541	935795	+	3255	5241	6553	4134	3237	3093	3871
YGR205W	chrVII	909213	910085	+	873	485	629	265	251	351	343
YGL073W	chrVII	368753	371254	+	2502	2708	3340	2410	1763	1725	2260
YGL009C	chrVII	476313	478652	-	2340	6991	8055	5602	3440	3641	5247
YGL095C	chrVII	328874	330607	-	1734	1642	2140	1410	1108	1070	1208
YGL137W	chrVII;chrVII	249869;250087	249886;252738	+;+	2670	2834	3321	2589	1804	1874	2059
YGL214W	chrVII	90010	90495	+	486	0	2	0	2	1	1
YGR105W	chrVII	698599	698832	+	234	675	1119	728	419	493	391
YGR001C	chrVII;chrVII;chrVII	497133;497459;498000	497365;497937;498034	-;-;-	747	779	972	725	461	536	443
tK(UUU)G1	chrVII;chrVII	115488;115548	115524;115583	+;+	73	1	2	0	0	0	1
YGL217C	chrVII	84839	85180	-	342	6	6	2	1	2	6
YGL173C	chrVII	175527	180113	-	4587	4352	5698	3343	2815	2702	3809
YGL086W	chrVII	347119	349368	+	2250	1147	1592	1472	735	916	692
YGR223C	chrVII	940869	942215	-	1347	1124	1379	1162	675	808	709
tS(AGA)G	chrVII	561662	561743	-	82	0	0	1	2	0	1
YGR077C	chrVII	637744	639513	-	1770	1201	1416	899	740	741	887
YGL052W	chrVII	403437	403742	+	306	466	348	213	227	173	230
YGR285C	chrVII	1061852	1063153	-	1302	1665	2317	1928	1320	1452	1238
YGL080W	chrVII	358636	359028	+	393	1368	2018	1043	823	1019	816
YGL207W	chrVII	98969	102076	+	3108	2563	3639	2472	1768	1730	2230
YGR261C	chrVII	1014321	1016750	-	2430	1018	1357	992	615	669	686
YGR226C	chrVII	946792	947001	-	210	0	0	0	0	0	0
YGL140C	chrVII	241353	245012	-	3660	2923	3276	2457	1774	1632	1952
YGL078C	chrVII	360288	361859	-	1572	1051	1729	1173	911	1036	864
YGL199C	chrVII	123572	124042	-	471	2	1	0	1	1	0
YGR164W	chrVII	828625	828960	+	336	12	15	8	9	15	9
YGR150C	chrVII	790459	793053	-	2595	844	1056	971	503	593	458
YGL006W-A	chrVII	485423	485533	+	111	29	43	36	28	23	18
YGR196C	chrVII	889733	892186	-	2454	2015	2976	2016	1407	1566	1436
YGL197W	chrVII	124698	129161	+	4464	4885	5636	3668	3250	2941	4342
YGR136W	chrVII	762428	763153	+	726	1860	1787	1601	1207	1114	1417
YGR153W	chrVII	796092	796745	+	654	98	236	136	80	126	80
YGL159W	chrVII	202721	203833	+	1113	234	359	246	166	161	159
YGR286C	chrVII	1063813	1064940	-	1128	6414	9919	3747	4243	3667	4290
YGL254W	chrVII	22304	23203	+	900	405	594	360	265	344	373
tH(GUG)G1	chrVII	110625	110696	-	72	1	3	2	1	0	1
YGR023W	chrVII	529264	530919	+	1656	2907	3537	3501	1851	2250	2207
snR48	chrVII	609584	609696	+	113	17	12	8	6	8	3
YGL063W	chrVII	383654	384766	+	1113	547	520	246	290	230	346
YGL154C	chrVII	215278	216096	-	819	392	448	359	224	217	246
YGL035C	chrVII	431548	433062	-	1515	2026	3716	2734	1472	1828	1881
YGR009C	chrVII	509047	511002	-	1956	4370	5564	4691	2918	3014	3146
YGR034W	chrVII;chrVII	555812;556308	555830;556672	+;+	384	467	761	338	252	417	267
YGL064C	chrVII	381523	383208	-	1686	322	364	282	232	254	200
YGR118W	chrVII;chrVII	726974;727358	727038;727730	+;+	438	986	1556	826	606	790	518
YGR277C	chrVII	1045644	1046561	-	918	972	1273	789	548	719	499
YGR232W	chrVII	953960	954646	+	687	399	469	276	204	220	212
YGR227W	chrVII	947420	948997	+	1578	563	709	504	387	376	332
YGL142C	chrVII	236269	238119	-	1851	1024	1464	811	687	627	664
YGL143C	chrVII	234717	235958	-	1242	428	466	396	226	255	225
YGR222W	chrVII	939923	940804	+	882	1632	2780	1293	905	1143	703
YGL045W	chrVII	414102	415730	+	1629	3410	3629	3500	2036	2481	2017
YGL253W	chrVII	23935	25395	+	1461	1132	2425	2065	933	1781	1084
YGR257C	chrVII	1006205	1007305	-	1101	1042	1520	805	725	816	719
YGL131C	chrVII	261648	265859	-	4212	1791	2182	1643	1142	1207	1403
YGR064W	chrVII	617621	617989	+	369	26	13	7	17	5	10
YGR263C	chrVII	1017967	1019241	-	1275	432	598	459	319	336	263
YGL049C	chrVII	406860	409604	-	2745	1783	2250	2056	1359	1311	1347
YGR296C-B	chrVII	1089746	1090228	-	483	0	0	0	0	0	0
YGL202W	chrVII	116059	117561	+	1503	1826	2185	1815	1209	1300	1410
YGL258W-A	chrVII	9162	9395	+	234	39	74	49	54	27	36
YGR133W	chrVII	756896	757447	+	552	878	1117	760	493	537	589
YGR109C	chrVII	705359	706501	-	1143	76	102	82	36	58	36
YGR037C	chrVII	559731	559994	-	264	1882	2694	1549	1155	1229	1393
YGL077C	chrVII	362225	363916	-	1692	421	657	487	329	321	288
YGR111W	chrVII	715828	717030	+	1203	3039	3545	2907	1598	1979	2161
YGR016W	chrVII	522261	522833	+	573	84	95	99	76	51	60
YGR245C	chrVII	979765	982068	-	2304	788	1350	1065	763	828	707
YGR287C	chrVII	1067222	1068991	-	1770	111	158	101	86	85	104
YGL244W	chrVII	41498	43174	+	1677	3182	4385	4334	2178	2774	2199
YGL057C	chrVII	394966	395829	-	864	267	396	245	167	218	140
YGL187C	chrVII	149704	150171	-	468	1216	1672	882	725	738	811
YGR180C	chrVII	855264	856301	-	1038	3041	4607	2759	1837	2811	1995
YGR116W	chrVII	720409	724764	+	4356	2157	2637	1612	1208	1251	1523
YGL181W	chrVII	157906	159096	+	1191	3145	4432	2741	2131	2146	2415
YGR202C	chrVII	903474	904748	-	1275	2108	3119	2462	1473	1810	1473
YGL127C	chrVII	270392	270775	-	384	1837	2138	1738	1113	1240	1020
YGR203W	chrVII	905237	905683	+	447	207	318	199	132	127	126
YGL150C	chrVII	221104	225573	-	4470	3240	4434	3291	2258	2387	2624
YGR134W	chrVII	757770	761138	+	3369	873	1136	909	574	592	522
YGR095C	chrVII	675671	676342	-	672	576	782	566	387	505	417
YGR214W	chrVII;chrVII	920575;921120	920664;921788	+;+	759	1341	2195	1318	1035	1171	1203
YGR269W	chrVII	1026636	1026962	+	327	321	433	301	230	207	254
YGR176W	chrVII	848720	849067	+	348	4	1	0	1	0	0
YGL263W	chrVII	2790	3932	+	1143	0	0	0	0	0	0
YGR057C	chrVII	604773	605501	-	729	701	1050	593	407	481	317
YGL074C	chrVII	368596	368922	-	327	13	20	8	7	8	18
YGR007W	chrVII	506969	507940	+	972	934	1098	860	583	652	591
YGR241C	chrVII	974875	976581	-	1707	2521	2963	1979	1654	1584	1583
YGR127W	chrVII	746798	747736	+	939	643	716	470	333	405	395
YGL219C	chrVII	82878	84257	-	1380	1857	2261	1865	1179	1254	1302
YGL061C	chrVII	388968	389711	-	744	143	228	182	96	123	81
YGR083C	chrVII	644860	646815	-	1956	1974	2787	1919	1318	1479	1409
YGL038C	chrVII	425362	426804	-	1443	2036	2120	1759	1140	1282	1250
YGL047W	chrVII	411552	412160	+	609	438	613	560	236	387	298
YGR244C	chrVII	978036	979319	-	1284	3851	4975	3311	2338	2497	2804
YGR289C	chrVII	1073963	1075813	-	1851	321	465	221	175	211	271
YGL089C	chrVII	344791	345153	-	363	84	72	60	37	50	43
YGL180W	chrVII	160065	162758	+	2694	2796	3904	2212	1935	1716	2223
YGR146C	chrVII	784223	784858	-	636	3155	5005	3508	2970	2649	2943
YGL149W	chrVII	225572	225877	+	306	89	109	86	43	61	55
YGL242C	chrVII	44652	45197	-	546	692	908	842	475	578	425
YGR106C	chrVII	698989	699786	-	798	1970	2069	1586	1044	1127	1033
YGR004W	chrVII	502938	504326	+	1389	240	272	171	155	129	147
YGR209C	chrVII	912913	913227	-	315	2732	3615	2254	1026	1679	1303
